JobID           JobName     MaxRSS     ReqMem        NodeList 
------------ ---------- ---------- ---------- --------------- 
3359847      mem200_03+                31968G nid[001000,001+ 
3359847.bat+      batch                             nid001000 
3359847.ext+     extern                       nid[001000,001+ 
3359847.3070 alya_3D_l+    500072K            nid[001000,001+ 
3359847.3071 alya_3D_l+    500152K            nid[001921-001+ 
3359847.3072 alya_3D_l+    500016K            nid[001122,001+ 
3359847.3073 alya_3D_l+    500316K            nid[001149,001+ 
3359847.3074 alya_3D_l+    500220K            nid[001122,001+ 
3359847.3075 alya_3D_l+    500492K            nid[001000,001+ 
3359847.3076 alya_3D_l+    500068K            nid[001253-001+ 
3359847.3077 alya_3D_l+    500296K            nid[001921-001+ 
3359847.3078 alya_3D_l+    500264K            nid[001122,001+ 
3359847.3079 alya_3D_l+    514568K            nid[001149,001+ 
3359847.3080 alya_3D_l+    500624K            nid[001122,001+ 
3359847.3081 alya_3D_l+    516152K            nid[001000,001+ 
3359847.3082 alya_3D_l+    500376K            nid[001122,001+ 
3359847.3083 alya_3D_l+    499964K            nid[001000,001+ 
3359847.3084 alya_3D_l+    500092K            nid[001030-001+ 
3359847.3085 alya_3D_l+    515736K            nid[001064,001+ 
3359847.3086 alya_3D_l+    500044K            nid[001000,001+ 
3359847.3087 alya_3D_l+    502044K            nid[002657,002+ 
3359847.3088 alya_3D_l+    516352K            nid[001122,001+ 
3359847.3089 alya_3D_l+    500456K            nid[001122,001+ 
3359847.3090 alya_3D_l+    500020K            nid[001253-001+ 
3359847.3091 alya_3D_l+    500296K            nid[001000,001+ 
3359847.3092 alya_3D_l+    500356K            nid[001000,001+ 
3359847.3093 alya_3D_l+    516532K            nid[002657,002+ 
3359847.3094 alya_3D_l+    499928K            nid[001122,001+ 
3359847.3095 alya_3D_l+    500144K            nid[001253-001+ 
3359847.3096 alya_3D_l+    500196K            nid[001420-001+ 
3359847.3097 alya_3D_l+    516368K            nid[001420-001+ 
3359847.3098 alya_3D_l+    500324K            nid[001000,001+ 
3359847.3099 alya_3D_l+    500456K            nid[002657,002+ 
3359847.3100 alya_3D_l+    515404K            nid[001122,001+ 
3359847.3101 alya_3D_l+    500244K            nid[001000,001+ 
3359847.3102 alya_3D_l+    500944K            nid[001253-001+ 
3359847.3103 alya_3D_l+    500384K            nid[001420-001+ 
3359847.3104 alya_3D_l+    500952K            nid[001921-001+ 
3359847.3105 alya_3D_l+    516572K            nid[001122,001+ 
3359847.3106 alya_3D_l+    500116K            nid[001122,001+ 
3359847.3107 alya_3D_l+    516068K            nid[001000,001+ 
3359847.3108 alya_3D_l+    516360K            nid[001253-001+ 
3359847.3109 alya_3D_l+    500080K            nid[001420-001+ 
3359847.3110 alya_3D_l+    500120K            nid[001122,001+ 
3359847.3111 alya_3D_l+    500580K            nid[002630-002+ 
3359847.3112 alya_3D_l+    500044K            nid[001921-001+ 
3359847.3113 alya_3D_l+    500268K            nid[001000,001+ 
3359847.3114 alya_3D_l+    499796K            nid[001253-001+ 
3359847.3115 alya_3D_l+    500244K            nid[001420-001+ 
3359847.3116 alya_3D_l+    500192K            nid[001122,001+ 
3359847.3117 alya_3D_l+    500212K            nid[002657,002+ 
3359847.3118 alya_3D_l+    500532K            nid[001000,001+ 
3359847.3119 alya_3D_l+    516120K            nid[001921-001+ 
3359847.3120 alya_3D_l+    500408K            nid[001253-001+ 
3359847.3121 alya_3D_l+    502704K            nid[001420-001+ 
3359847.3122 alya_3D_l+    500212K            nid[001122,001+ 
3359847.3123 alya_3D_l+    507256K            nid[002657,002+ 
3359847.3124 alya_3D_l+    500320K            nid[001000,001+ 
3359847.3125 alya_3D_l+    500392K            nid[001253-001+ 
3359847.3126 alya_3D_l+    500332K            nid[001253-001+ 
3359847.3127 alya_3D_l+    499904K            nid[001420-001+ 
3359847.3128 alya_3D_l+    516452K            nid[002657,002+ 
3359847.3129 alya_3D_l+    499912K            nid[001000,001+ 
3359847.3130 alya_3D_l+    500080K            nid[001122,001+ 
3359847.3131 alya_3D_l+    501460K            nid[001271,001+ 
3359847.3132 alya_3D_l+    499848K            nid[001253-001+ 
3359847.3133 alya_3D_l+    514812K            nid[001000,001+ 
3359847.3134 alya_3D_l+    516172K            nid[001030-001+ 
3359847.3135 alya_3D_l+    500076K            nid[001000,001+ 
3359847.3136 alya_3D_l+    500036K            nid[001122,001+ 
3359847.3137 alya_3D_l+    500164K            nid[002657,002+ 
3359847.3138 alya_3D_l+    500148K            nid[001253-001+ 
3359847.3139 alya_3D_l+    500580K            nid[001420-001+ 
3359847.3140 alya_3D_l+    500248K            nid[001000,001+ 
3359847.3141 alya_3D_l+    499884K            nid[001030-001+ 
3359847.3142 alya_3D_l+    517464K            nid[001000,001+ 
3359847.3143 alya_3D_l+    500236K            nid[002657,002+ 
3359847.3144 alya_3D_l+    500348K            nid[001253-001+ 
3359847.3145 alya_3D_l+    500572K            nid[001122,001+ 
3359847.3146 alya_3D_l+    500388K            nid[001149,001+ 
3359847.3147 alya_3D_l+    500236K            nid[001000,001+ 
3359847.3148 alya_3D_l+    499804K            nid[001030-001+ 
3359847.3149 alya_3D_l+    500236K            nid[001000,001+ 
3359847.3150 alya_3D_l+    515828K            nid[001253-001+ 
3359847.3151 alya_3D_l+    500080K            nid[001253-001+ 
3359847.3152 alya_3D_l+    500040K            nid[001271,001+ 
3359847.3153 alya_3D_l+    515496K            nid[001122,001+ 
3359847.3154 alya_3D_l+    516364K            nid[001149,001+ 
3359847.3155 alya_3D_l+    516172K            nid[001122,001+ 
3359847.3156 alya_3D_l+    500464K            nid[001000,001+ 
3359847.3157 alya_3D_l+    500080K            nid[001420-001+ 
3359847.3158 alya_3D_l+    515428K            nid[001420-001+ 
3359847.3159 alya_3D_l+    500076K            nid[002657,002+ 
3359847.3160 alya_3D_l+    499892K            nid[001000,001+ 
3359847.3161 alya_3D_l+    500400K            nid[001000,001+ 
3359847.3162 alya_3D_l+    514880K            nid[001122,001+ 
3359847.3163 alya_3D_l+    500284K            nid[001921-001+ 
3359847.3164 alya_3D_l+    500600K            nid[001253-001+ 
3359847.3165 alya_3D_l+    499872K            nid[001271,001+ 
3359847.3166 alya_3D_l+    516208K            nid[001253-001+ 
3359847.3167 alya_3D_l+    500184K            nid[001000,001+ 
3359847.3168 alya_3D_l+    516408K            nid[001122,001+ 
3359847.3169 alya_3D_l+    500088K            nid[001921-001+ 
3359847.3170 alya_3D_l+    500212K            nid[002657,002+ 
3359847.3171 alya_3D_l+    516020K            nid[001000,001+ 
3359847.3172 alya_3D_l+    500040K            nid[001030-001+ 
3359847.3173 alya_3D_l+    516012K            nid[001000,001+ 
3359847.3174 alya_3D_l+    515888K            nid[001122,001+ 
3359847.3175 alya_3D_l+    500152K            nid[001122,001+ 
3359847.3176 alya_3D_l+    500208K            nid[002657,002+ 
3359847.3177 alya_3D_l+    500476K            nid[001253-001+ 
3359847.3178 alya_3D_l+    516188K            nid[001253-001+ 
3359847.3179 alya_3D_l+    499784K            nid[001000,001+ 
3359847.3180 alya_3D_l+    500376K            nid[001921-001+ 
3359847.3181 alya_3D_l+    500552K            nid[001122,001+ 
3359847.3182 alya_3D_l+    500528K            nid[001122,001+ 
3359847.3183 alya_3D_l+    500284K            nid[001420-001+ 
3359847.3184 alya_3D_l+    500112K            nid[001000,001+ 
3359847.3185 alya_3D_l+    516440K            nid[001030-001+ 
3359847.3186 alya_3D_l+    500272K            nid[001000,001+ 
3359847.3187 alya_3D_l+    499960K            nid[002657,002+ 
3359847.3188 alya_3D_l+    500456K            nid[001122,001+ 
3359847.3189 alya_3D_l+    500412K            nid[001122,001+ 
3359847.3190 alya_3D_l+    500028K            nid[001000,001+ 
3359847.3191 alya_3D_l+    500180K            nid[001253-001+ 
3359847.3192 alya_3D_l+    516348K            nid[002630-002+ 
3359847.3193 alya_3D_l+    500188K            nid[001921-001+ 
3359847.3194 alya_3D_l+    499972K            nid[001420-001+ 
3359847.3195 alya_3D_l+    500188K            nid[001000,001+ 
3359847.3196 alya_3D_l+    516388K            nid[001122,001+ 
3359847.3197 alya_3D_l+    500940K            nid[002657,002+ 
3359847.3198 alya_3D_l+    500908K            nid[001253-001+ 
3359847.3199 alya_3D_l+    519276K            nid[001253-001+ 
3359847.3200 alya_3D_l+    500228K            nid[001420-001+ 
3359847.3201 alya_3D_l+    500168K            nid[001000,001+ 
3359847.3202 alya_3D_l+    499964K            nid[002657,002+ 
3359847.3203 alya_3D_l+    500408K            nid[001122,001+ 
3359847.3204 alya_3D_l+    516212K            nid[001000,001+ 
3359847.3205 alya_3D_l+    506084K            nid[001030-001+ 
3359847.3206 alya_3D_l+    500036K            nid[001064,001+ 
3359847.3207 alya_3D_l+    516212K            nid[001000,001+ 
3359847.3208 alya_3D_l+    500284K            nid[002657,002+ 
3359847.3209 alya_3D_l+    500316K            nid[001122,001+ 
3359847.3210 alya_3D_l+    500464K            nid[001253-001+ 
3359847.3211 alya_3D_l+    500100K            nid[001122,001+ 
3359847.3212 alya_3D_l+    499920K            nid[001122,001+ 
3359847.3213 alya_3D_l+    515284K            nid[001921-001+ 
3359847.3214 alya_3D_l+    499820K            nid[001000,001+ 
3359847.3215 alya_3D_l+    500268K            nid[001000,001+ 
3359847.3216 alya_3D_l+    516052K            nid[001253-001+ 
3359847.3217 alya_3D_l+    500084K            nid[001122,001+ 
3359847.3218 alya_3D_l+    501664K            nid[001122,001+ 
3359847.3219 alya_3D_l+    500300K            nid[002630-002+ 
3359847.3220 alya_3D_l+    517216K            nid[001000,001+ 
3359847.3221 alya_3D_l+    500128K            nid[001000,001+ 
3359847.3222 alya_3D_l+    500144K            nid[001253-001+ 
3359847.3223 alya_3D_l+    500252K            nid[001420-001+ 
3359847.3224 alya_3D_l+    500512K            nid[002657,002+ 
3359847.3225 alya_3D_l+    516164K            nid[001122,001+ 
3359847.3226 alya_3D_l+    500132K            nid[001000,001+ 
3359847.3227 alya_3D_l+    500864K            nid[001000,001+ 
3359847.3228 alya_3D_l+    500588K            nid[001253-001+ 
3359847.3229 alya_3D_l+    500476K            nid[001420-001+ 
3359847.3230 alya_3D_l+    516100K            nid[002657,002+ 
3359847.3231 alya_3D_l+    500536K            nid[001000,001+ 
3359847.3232 alya_3D_l+    499992K            nid[001030-001+ 
3359847.3233 alya_3D_l+    500216K            nid[001000,001+ 
3359847.3234 alya_3D_l+    500080K            nid[001253-001+ 
3359847.3235 alya_3D_l+    516936K            nid[001420-001+ 
3359847.3236 alya_3D_l+    502332K            nid[002657,002+ 
3359847.3237 alya_3D_l+    500264K            nid[001000,001+ 
3359847.3238 alya_3D_l+    500448K            nid[001030-001+ 
3359847.3239 alya_3D_l+    514692K            nid[001000,001+ 
3359847.3240 alya_3D_l+    500548K            nid[001253-001+ 
3359847.3241 alya_3D_l+    500692K            nid[001420-001+ 
3359847.3242 alya_3D_l+    500400K            nid[002657,002+ 
3359847.3243 alya_3D_l+    515772K            nid[001122,001+ 
3359847.3244 alya_3D_l+    499996K            nid[001921-001+ 
3359847.3245 alya_3D_l+    500304K            nid[001000,001+ 
3359847.3246 alya_3D_l+    500108K            nid[001271,001+ 
3359847.3247 alya_3D_l+    500208K            nid[001312,001+ 
3359847.3248 alya_3D_l+    500212K            nid[001253-001+ 
3359847.3249 alya_3D_l+    499944K            nid[001000,001+ 
3359847.3250 alya_3D_l+    500536K            nid[001122,001+ 
3359847.3251 alya_3D_l+    501612K            nid[001420-001+ 
3359847.3252 alya_3D_l+    516288K            nid[001253-001+ 
3359847.3253 alya_3D_l+    500228K            nid[001271,001+ 
3359847.3254 alya_3D_l+    516224K            nid[001253-001+ 
3359847.3255 alya_3D_l+    500064K            nid[001000,001+ 
3359847.3256 alya_3D_l+    516264K            nid[001122,001+ 
3359847.3257 alya_3D_l+    500512K            nid[001253-001+ 
3359847.3258 alya_3D_l+    500488K            nid[001253-001+ 
3359847.3259 alya_3D_l+    500164K            nid[001420-001+ 
3359847.3260 alya_3D_l+    500376K            nid[001921-001+ 
3359847.3261 alya_3D_l+    499784K            nid[001000,001+ 
3359847.3262 alya_3D_l+    500212K            nid[001122,001+ 
3359847.3263 alya_3D_l+    500152K            nid[001271,001+ 
3359847.3264 alya_3D_l+    500344K            nid[001253-001+ 
3359847.3265 alya_3D_l+    499928K            nid[001000,001+ 
3359847.3266 alya_3D_l+    500480K            nid[001030-001+ 
3359847.3267 alya_3D_l+    499956K            nid[001000,001+ 
3359847.3268 alya_3D_l+    514740K            nid[001064,001+ 
3359847.3269 alya_3D_l+    500024K            nid[001000,001+ 
3359847.3270 alya_3D_l+    516100K            nid[001000,001+ 
3359847.3271 alya_3D_l+    499732K            nid[001253-001+ 
3359847.3272 alya_3D_l+    516488K            nid[001271,001+ 
3359847.3273 alya_3D_l+    502428K            nid[001253-001+ 
3359847.3274 alya_3D_l+    500228K            nid[002657,002+ 
3359847.3275 alya_3D_l+    499968K            nid[001000,001+ 
3359847.3276 alya_3D_l+    516292K            nid[001000,001+ 
3359847.3277 alya_3D_l+    500164K            nid[001253-001+ 
3359847.3278 alya_3D_l+    499856K            nid[001271,001+ 
3359847.3279 alya_3D_l+    516048K            nid[001312,001+ 
3359847.3280 alya_3D_l+    500172K            nid[001253-001+ 
3359847.3281 alya_3D_l+    515680K            nid[001000,001+ 
3359847.3282 alya_3D_l+    500584K            nid[001000,001+ 
3359847.3283 alya_3D_l+    500352K            nid[001420-001+ 
3359847.3284 alya_3D_l+    500380K            nid[001420-001+ 
3359847.3285 alya_3D_l+    515700K            nid[001253-001+ 
3359847.3286 alya_3D_l+    516236K            nid[001253-001+ 
3359847.3287 alya_3D_l+    499840K            nid[001000,001+ 
3359847.3288 alya_3D_l+    499964K            nid[001149,001+ 
3359847.3289 alya_3D_l+    516720K            nid[001122,001+ 
3359847.3290 alya_3D_l+    500076K            nid[001420-001+ 
3359847.3291 alya_3D_l+    500240K            nid[001000,001+ 
3359847.3292 alya_3D_l+    515516K            nid[001030-001+ 
3359847.3293 alya_3D_l+    500236K            nid[001000,001+ 
3359847.3294 alya_3D_l+    500416K            nid[001420-001+ 
3359847.3295 alya_3D_l+    499884K            nid[001122,001+ 
3359847.3296 alya_3D_l+    488.50M            nid[001122,001+ 
3359847.3297 alya_3D_l+    500348K            nid[001000,001+ 
3359847.3298 alya_3D_l+    515820K            nid[001000,001+ 
3359847.3299 alya_3D_l+    500360K            nid[001921-001+ 
3359847.3300 alya_3D_l+    500192K            nid[001420-001+ 
3359847.3301 alya_3D_l+    500664K            nid[001122,001+ 
3359847.3302 alya_3D_l+    500072K            nid[001122,001+ 
3359847.3303 alya_3D_l+    500156K            nid[001000,001+ 
3359847.3304 alya_3D_l+    500732K            nid[001030-001+ 
3359847.3305 alya_3D_l+    515852K            nid[001064,001+ 
3359847.3306 alya_3D_l+    500012K            nid[001000,001+ 
3359847.3307 alya_3D_l+    500088K            nid[001122,001+ 
3359847.3308 alya_3D_l+    500024K            nid[001122,001+ 
3359847.3309 alya_3D_l+    500108K            nid[001253-001+ 
3359847.3310 alya_3D_l+    500184K            nid[001149,001+ 
3359847.3311 alya_3D_l+    500348K            nid[001194,001+ 
3359847.3312 alya_3D_l+    500288K            nid[001000,001+ 
3359847.3313 alya_3D_l+    516856K            nid[001000,001+ 
3359847.3314 alya_3D_l+    500452K            nid[001921-001+ 
3359847.3315 alya_3D_l+    516144K            nid[001253-001+ 
3359847.3316 alya_3D_l+    499952K            nid[001431,001+ 
3359847.3317 alya_3D_l+    500228K            nid[001122,001+ 
3359847.3318 alya_3D_l+    500020K            nid[001000,001+ 
3359847.3319 alya_3D_l+    500204K            nid[001000,001+ 
3359847.3320 alya_3D_l+    516312K            nid[001921-001+ 
3359847.3321 alya_3D_l+    500144K            nid[001253-001+ 
3359847.3322 alya_3D_l+    500496K            nid[001431,001+ 
3359847.3323 alya_3D_l+    500500K            nid[001122,001+ 
3359847.3324 alya_3D_l+    502432K            nid[001122,001+ 
3359847.3325 alya_3D_l+    500160K            nid[001000,001+ 
3359847.3326 alya_3D_l+    500264K            nid[001921-001+ 
3359847.3327 alya_3D_l+    499892K            nid[001253-001+ 
3359847.3328 alya_3D_l+    516488K            nid[001122,001+ 
3359847.3329 alya_3D_l+    500460K            nid[001122,001+ 
3359847.3330 alya_3D_l+    500336K            nid[001420-001+ 
3359847.3331 alya_3D_l+    499840K            nid[001000,001+ 
3359847.3332 alya_3D_l+    516044K            nid[001921-001+ 
3359847.3333 alya_3D_l+    500160K            nid[001253-001+ 
3359847.3334 alya_3D_l+    500072K            nid[001122,001+ 
3359847.3335 alya_3D_l+    500540K            nid[001149,001+ 
3359847.3336 alya_3D_l+    499992K            nid[001000,001+ 
3359847.3337 alya_3D_l+    500284K            nid[001030-001+ 
3359847.3338 alya_3D_l+    500136K            nid[001000,001+ 
3359847.3339 alya_3D_l+    500376K            nid[001921-001+ 
3359847.3340 alya_3D_l+    500340K            nid[001253-001+ 
3359847.3341 alya_3D_l+    500180K            nid[001271,001+ 
3359847.3342 alya_3D_l+    500720K            nid[001253-001+ 
3359847.3343 alya_3D_l+    499824K            nid[001000,001+ 
3359847.3344 alya_3D_l+    516016K            nid[001030-001+ 
3359847.3345 alya_3D_l+    516436K            nid[001000,001+ 
3359847.3346 alya_3D_l+    499732K            nid[001253-001+ 
3359847.3347 alya_3D_l+    500308K            nid[001271,001+ 
3359847.3348 alya_3D_l+    516460K            nid[001253-001+ 
3359847.3349 alya_3D_l+    516112K            nid[001000,001+ 
3359847.3350 alya_3D_l+    499916K            nid[001030-001+ 
3359847.3351 alya_3D_l+    499928K            nid[001000,001+ 
3359847.3352 alya_3D_l+    500208K            nid[001420-001+ 
3359847.3353 alya_3D_l+    500204K            nid[002657,002+ 
3359847.3354 alya_3D_l+    515888K            nid[001030-001+ 
3359847.3355 alya_3D_l+    500152K            nid[001000,001+ 
3359847.3356 alya_3D_l+    500080K            nid[001000,001+ 
3359847.3357 alya_3D_l+    500600K            nid[001921-001+ 
3359847.3358 alya_3D_l+    500332K            nid[001420-001+ 
3359847.3359 alya_3D_l+    516368K            nid[002657,002+ 
3359847.3360 alya_3D_l+    500076K            nid[001000,001+ 
3359847.3361 alya_3D_l+    515760K            nid[001030-001+ 
3359847.3362 alya_3D_l+    500320K            nid[001000,001+ 
3359847.3363 alya_3D_l+    500660K            nid[001921-001+ 
3359847.3364 alya_3D_l+    500056K            nid[001420-001+ 
3359847.3365 alya_3D_l+    499964K            nid[002657,002+ 
3359847.3366 alya_3D_l+    500440K            nid[001000,001+ 
3359847.3367 alya_3D_l+    500252K            nid[001000,001+ 
3359847.3368 alya_3D_l+    500052K            nid[001253-001+ 
3359847.3369 alya_3D_l+    500652K            nid[001921-001+ 
3359847.3370 alya_3D_l+    517204K            nid[001420-001+ 
3359847.3371 alya_3D_l+    500576K            nid[002657,002+ 
3359847.3372 alya_3D_l+    499976K            nid[001000,001+ 
3359847.3373 alya_3D_l+    500404K            nid[001122,001+ 
3359847.3374 alya_3D_l+    500384K            nid[001253-001+ 
3359847.3375 alya_3D_l+    500024K            nid[001431,001+ 
3359847.3376 alya_3D_l+    500692K            nid[001420-001+ 
3359847.3377 alya_3D_l+    499852K            nid[002657,002+ 
3359847.3378 alya_3D_l+    516172K            nid[001000,001+ 
3359847.3379 alya_3D_l+    500144K            nid[001122,001+ 
3359847.3380 alya_3D_l+    516088K            nid[001253-001+ 
3359847.3381 alya_3D_l+    501484K            nid[001420-001+ 
3359847.3382 alya_3D_l+    499896K            nid[002630-002+ 
3359847.3383 alya_3D_l+    515924K            nid[001000,001+ 
3359847.3384 alya_3D_l+    500444K            nid[001000,001+ 
3359847.3385 alya_3D_l+    516276K            nid[001122,001+ 
3359847.3386 alya_3D_l+    500676K            nid[001253-001+ 
3359847.3387 alya_3D_l+    500564K            nid[001253-001+ 
3359847.3388 alya_3D_l+    500344K            nid[002657,002+ 
3359847.3389 alya_3D_l+    500464K            nid[001000,001+ 
3359847.3390 alya_3D_l+    500308K            nid[001000,001+ 
3359847.3391 alya_3D_l+    500492K            nid[001122,001+ 
3359847.3392 alya_3D_l+    500092K            nid[001253-001+ 
3359847.3393 alya_3D_l+    515988K            nid[001271,001+ 
3359847.3394 alya_3D_l+    500424K            nid[001253-001+ 
3359847.3395 alya_3D_l+    500040K            nid[001921-001+ 
3359847.3396 alya_3D_l+    500296K            nid[001000,001+ 
3359847.3397 alya_3D_l+    500432K            nid[001000,001+ 
3359847.3398 alya_3D_l+    500024K            nid[001420-001+ 
3359847.3399 alya_3D_l+    500360K            nid[001122,001+ 
3359847.3400 alya_3D_l+    500216K            nid[001000,001+ 
3359847.3401 alya_3D_l+    501868K            nid[001030-001+ 
3359847.3402 alya_3D_l+    500500K            nid[001064,001+ 
3359847.3403 alya_3D_l+    500620K            nid[001000,001+ 
3359847.3404 alya_3D_l+    516260K            nid[001420-001+ 
3359847.3405 alya_3D_l+    500076K            nid[001122,001+ 
3359847.3406 alya_3D_l+    500424K            nid[001122,001+ 
3359847.3407 alya_3D_l+    500168K            nid[001000,001+ 
3359847.3408 alya_3D_l+    516276K            nid[001000,001+ 
3359847.3409 alya_3D_l+    500524K            nid[001253-001+ 
3359847.3410 alya_3D_l+    500472K            nid[001420-001+ 
3359847.3411 alya_3D_l+    500364K            nid[001122,001+ 
3359847.3412 alya_3D_l+    500676K            nid[001122,001+ 
3359847.3413 alya_3D_l+    515984K            nid[001271,001+ 
3359847.3414 alya_3D_l+    516224K            nid[001000,001+ 
3359847.3415 alya_3D_l+    500252K            nid[001030-001+ 
3359847.3416 alya_3D_l+    514788K            nid[001000,001+ 
3359847.3417 alya_3D_l+    500416K            nid[002657,002+ 
3359847.3418 alya_3D_l+    500568K            nid[001122,001+ 
3359847.3419 alya_3D_l+    515980K            nid[001000,001+ 
3359847.3420 alya_3D_l+    500368K            nid[001000,001+ 
3359847.3421 alya_3D_l+    500188K            nid[001420-001+ 
3359847.3422 alya_3D_l+    514180K            nid[001921-001+ 
3359847.3423 alya_3D_l+    516248K            nid[002657,002+ 
3359847.3424 alya_3D_l+    500344K            nid[001122,001+ 
3359847.3425 alya_3D_l+    499972K            nid[001000,001+ 
3359847.3426 alya_3D_l+    500472K            nid[001030-001+ 
3359847.3427 alya_3D_l+    500096K            nid[001000,001+ 
3359847.3428 alya_3D_l+    515708K            nid[001431,001+ 
3359847.3429 alya_3D_l+    500232K            nid[001122,001+ 
3359847.3430 alya_3D_l+    500212K            nid[001122,001+ 
3359847.3431 alya_3D_l+    500136K            nid[001000,001+ 
3359847.3432 alya_3D_l+    500020K            nid[001030-001+ 
3359847.3433 alya_3D_l+    499884K            nid[001000,001+ 
3359847.3434 alya_3D_l+    500424K            nid[001921-001+ 
3359847.3435 alya_3D_l+    500368K            nid[001122,001+ 
3359847.3436 alya_3D_l+    516304K            nid[001420-001+ 
3359847.3437 alya_3D_l+    500232K            nid[002657,002+ 
3359847.3438 alya_3D_l+    500372K            nid[001000,001+ 
3359847.3439 alya_3D_l+    500048K            nid[001253-001+ 
3359847.3440 alya_3D_l+    500084K            nid[001921-001+ 
3359847.3441 alya_3D_l+    500344K            nid[001122,001+ 
3359847.3442 alya_3D_l+    500360K            nid[001420-001+ 
3359847.3443 alya_3D_l+    500080K            nid[002657,002+ 
3359847.3444 alya_3D_l+    500580K            nid[001000,001+ 
3359847.3445 alya_3D_l+    516340K            nid[001253-001+ 
3359847.3446 alya_3D_l+    517628K            nid[001253-001+ 
3359847.3447 alya_3D_l+    516992K            nid[001122,001+ 
3359847.3448 alya_3D_l+    516264K            nid[001122,001+ 
3359847.3449 alya_3D_l+    500272K            nid[001420-001+ 
3359847.3450 alya_3D_l+    500180K            nid[001000,001+ 
3359847.3451 alya_3D_l+    500408K            nid[001921-001+ 
3359847.3452 alya_3D_l+    500060K            nid[001253-001+ 
3359847.3453 alya_3D_l+    500084K            nid[001122,001+ 
3359847.3454 alya_3D_l+    505212K            nid[001149,001+ 
3359847.3455 alya_3D_l+    500136K            nid[001122,001+ 
3359847.3456 alya_3D_l+    499940K            nid[001000,001+ 
3359847.3457 alya_3D_l+    500084K            nid[001000,001+ 
3359847.3458 alya_3D_l+    500152K            nid[001253-001+ 
3359847.3459 alya_3D_l+    500796K            nid[001122,001+ 
3359847.3460 alya_3D_l+    500332K            nid[001149,001+ 
3359847.3461 alya_3D_l+    500388K            nid[001122,001+ 
3359847.3462 alya_3D_l+    500244K            nid[001000,001+ 
3359847.3463 alya_3D_l+    502340K            nid[001030-001+ 
3359847.3464 alya_3D_l+    500060K            nid[001000,001+ 
3359847.3465 alya_3D_l+    499980K            nid[001420-001+ 
3359847.3466 alya_3D_l+    500444K            nid[002657,002+ 
3359847.3467 alya_3D_l+    500184K            nid[001122,001+ 
3359847.3468 alya_3D_l+    500256K            nid[001253-001+ 
3359847.3469 alya_3D_l+    499808K            nid[001000,001+ 
3359847.3470 alya_3D_l+    500100K            nid[001000,001+ 
3359847.3471 alya_3D_l+    516192K            nid[001420-001+ 
3359847.3472 alya_3D_l+    500032K            nid[002657,002+ 
3359847.3473 alya_3D_l+    500380K            nid[001122,001+ 
3359847.3474 alya_3D_l+    499936K            nid[001921-001+ 
3359847.3475 alya_3D_l+    502400K            nid[001431,001+ 
3359847.3476 alya_3D_l+    499948K            nid[001000,001+ 
3359847.3477 alya_3D_l+    500260K            nid[001030-001+ 
3359847.3478 alya_3D_l+    515904K            nid[001064,001+ 
3359847.3479 alya_3D_l+    500176K            nid[001000,001+ 
3359847.3480 alya_3D_l+    500052K            nid[001921-001+ 
3359847.3481 alya_3D_l+    499928K            nid[002657,002+ 
3359847.3482 alya_3D_l+    499840K            nid[001253-001+ 
3359847.3483 alya_3D_l+    515396K            nid[001253-001+ 
3359847.3484 alya_3D_l+    500132K            nid[001000,001+ 
3359847.3485 alya_3D_l+    517036K            nid[001000,001+ 
3359847.3486 alya_3D_l+    515352K            nid[001921-001+ 
3359847.3487 alya_3D_l+    520196K            nid[002657,002+ 
3359847.3488 alya_3D_l+    500588K            nid[001122,001+ 
3359847.3489 alya_3D_l+    500288K            nid[001149,001+ 
3359847.3490 alya_3D_l+    500136K            nid[001122,001+ 
3359847.3491 alya_3D_l+    500000K            nid[001000,001+ 
3359847.3492 alya_3D_l+    515792K            nid[001921-001+ 
3359847.3493 alya_3D_l+    500100K            nid[002657,002+ 
3359847.3494 alya_3D_l+    500088K            nid[001420-001+ 
3359847.3495 alya_3D_l+    500356K            nid[001122,001+ 
3359847.3496 alya_3D_l+    499980K            nid[001122,001+ 
3359847.3497 alya_3D_l+    499868K            nid[001000,001+ 
3359847.3498 alya_3D_l+    500196K            nid[001420-001+ 
3359847.3499 alya_3D_l+    500092K            nid[001420-001+ 
3359847.3500 alya_3D_l+    500132K            nid[001921-001+ 
3359847.3501 alya_3D_l+    500096K            nid[001122,001+ 
3359847.3502 alya_3D_l+    500268K            nid[001122,001+ 
3359847.3503 alya_3D_l+    500360K            nid[001000,001+ 
3359847.3504 alya_3D_l+    500380K            nid[002657,002+ 
3359847.3505 alya_3D_l+    499940K            nid[001122,001+ 
3359847.3506 alya_3D_l+    516196K            nid[001149,001+ 
3359847.3507 alya_3D_l+    516352K            nid[001194,001+ 
3359847.3508 alya_3D_l+    500116K            nid[001000,001+ 
3359847.3509 alya_3D_l+    500056K            nid[001000,001+ 
3359847.3510 alya_3D_l+    500004K            nid[002657,002+ 
3359847.3511 alya_3D_l+    500012K            nid[001253-001+ 
3359847.3512 alya_3D_l+    514648K            nid[001000,001+ 
3359847.3513 alya_3D_l+    500488K            nid[001030-001+ 
3359847.3514 alya_3D_l+    500196K            nid[001000,001+ 
3359847.3515 alya_3D_l+    500404K            nid[001149,001+ 
3359847.3516 alya_3D_l+    516652K            nid[001122,001+ 
